P4	6083754.66	492730.72
P1	6083315.06	493588.18
A2	6083099.23	493307.44
A1	6083082.93	493407.93
P1	6083148.49	493437.04
P1	6083156.42	493377.86
P1	6083179.32	493500.54
P4	6083364.69	493513.46
A4	6080694.17	491507.78
P1	6082145.42	495134.13
P1	6082043.97	495189.93
P4	6083680.27	492716.72
A4	6084082.6	492556.73
A4	6084070.21	492665.66
P1	6083283.67	493338.59
P1	6084017.24	492911.1
P3	6082080.23	494555.4
P1	6082081.8	494788.1
